CUSTOMER,Chain,Store Number,SalesBro,Phase,NeedsSSMSupport,AIM Parameters::SSM Level,Retail Type,Zone,Power Rank,PowerRank Points::Points,Deliv Type,Deliv Duration,Google Maps,Deliv Notes,LineClean_Required,Billing Type,Fintech Name,TABC Permit,Tax ID,RITS Name,Street,City,ZIP,Is Distributor,Is Distro,iControl Name,2019 Sales,2020 Sales,Artificially Annualized Full Year 2020 Sales,% Growth 2020 over 2019
Chuggin Monk - Greenville Ave,NONE,,W,0,No,,N,9,CO3,0.25,B,18,"3619 Greenville Ave, Dallas, TX 75206",,No,COD,,MB966899,32061682848,Chuggin Monk - Greenville Ave,3619 Greenville Ave,Dallas,75206,No,"""Martin House""",, $-   , $64 , $192 ,No 2019 Sales
Daily Stop Food Beer and Wine,NONE,,W,0,No,,F,10,CO3,0.25,L,18,"2605 Fort Worth Ave #100, Dallas, TX 75211",,No,COD,,BQ813836,32044674656,Daily Stop Food Beer and Wine,2605 Fort Worth Ave #100,Dallas,75211,No,"""Martin House""",, $-   ," $1,068 "," $3,204 ",No 2019 Sales
Great American Package Store,NONE,,W,0,No,,F,801,CO1,1,AD,18,"445 N Gun Barrel Ln, Gun Barrel City, TX 75156",,No,COD,,BF205739,32053858802,Great American Package Store,445 N Gun Barrel Ln,Gun Barrel City,75156,No,"""Martin House""",, $-   ," $1,196 "," $3,588 ",No 2019 Sales
Harwood Arms,NONE,,W,0,No,,B,8,CO3,0.25,B,18,"2850 N Harwood St Suite 100, Dallas, TX 75201",,No,Fintech,Harwood Arms,MB1073013,32070338432,Harwood Arms,"2850 N Harwood St Suite 100, Dallas, TX 7520",Dallas,75201,No,"""Martin House""",, $-   , $64 , $192 ,No 2019 Sales
Sue Ellens,NONE,,W,0,No,,N,6,CO3,0.25,B,15,"3014 Throckmorton St, Dallas, TX 75219",,No,COD,,MB207652,17514012008,Sue Ellens,3014 Throckmorton St,Dallas,75219,No,"""Martin House""",, $-   , $512 ," $1,536 ",No 2019 Sales
Uptown Liquors,NONE,,W,0,No,,F,6,CO1,1,L,18,"3128 McKinney Ave D, Dallas, TX 75204",,No,COD,,P936571,32059259773,Uptown Liquors,"3128 McKinney Ave D, Dallas, TX 75204",Dallas,75204,No,"""Martin House""",, $-   , $368 ," $1,104 ",No 2019 Sales
Deep Ellum Hostel,NONE,,W,0,No,,N,8,CO3,0.25,AD,18,"2801 Elm St, Dallas, TX 75226",,Yes,COD,,MB1005805,32060034611,Deep Ellum Hostel,"2801 Elm St, Dallas, TX 75226",Dallas,75226,No,"""Martin House""",, $-   , $255 , $765 ,No 2019 Sales
Unkle Skottys Exxon,NONE,,W,0,No,,F,801,CO2,0.5,L,18,"401 W Moore Ave, Terrell, TX 75160",,No,COD,,BQ1015111,32066508519,Unkle Skottys Exxon,401 W Moore Ave,Terrell,75160,No,"""Martin House""",, $-   , $508 ," $1,524 ",No 2019 Sales
Pic N Pay,NONE,,W,0,No,,F,802,CO1,1,L,18,"1501 N Jefferson Ave, Mt Pleasant, TX 75455",,No,COD,,bf1081062,32072807566,Pic N Pay,1501 N Jefferson Ave,Mt. Pleasant,75455,No,"""Martin House""",, $-   , $464 ," $1,392 ",No 2019 Sales
365 Food and Fuel 5,NONE,5,W,0,No,,F,4,CO1,1,L,18,"3101 North Fwy
Fort Worth, TX 76106",,No,COD,,Q 1082773,32067567142,365 Food and Fuel #5,3101 North Fwy,Fort Worth,76106,No,"""Martin House""",, $-   , $224 , $672 ,No 2019 Sales
Orale Food Mart,NONE,,W,0,No,,F,7,CO1,1,L,18,"2905 S Cooper St, Arlington, TX 76015",,No,COD,,BQ1028289,32066145429,Orale Food Mart,"2905 S Cooper St, Arlington, TX 76015",Arlington,76015,No,"""Martin House""",, $-   , $-   , $-   ,No 2019 Sales
Mutts,None, ,W,0.5,No,,N,6,CO2,0.5,AD,18,"2889 Cityplace west Dallas , TX 75204",,No,Fintech,Mutts,MB838886,32045495770,Mutts,2889 Cityplace west,Dallas,75204,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Club Dada,None, ,W,0.5,No,,N,7,X,0,B,18,"2720 Elm St Dallas , TX 75226",,No,COD,,MB766173,32042463847,Club Dada,2720 Elm St,Dallas,75226,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Irishman Pub,None,,W,0.5,No,,N,10,CO3,0.25,R,18,"18101 Preston Rd #102, Dallas, TX 75252",,No,COD,,RM952233,32060573279,The Irishman Pub,18101 Preston Rd #102,Dallas,75252,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Biergarten On Lamar,None,,W,0.5,No,,N,7,CO1,1,R,18,"665 S LAMAR STREET SUITE 110, DALLAS, TX 75202",,No,Fintech,Biergarten On Lamar,MB921532,32037922245,Biergarten On Lamar,665 S Lamar St #110,Dallas,75202,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Lazy Dog - Arlington,None,,W,0.5,No,,B,9,X,0,B,18,"241 E Interstate 20, Arlington, TX 76018",,No,COD,,MB1029660,32056431128,Lazy Dog - Arlington,241 E I-20,Arlington,76018,No,"""Martin House""",, $-   , $-   , $-   ,No 2019 Sales
Hootin Holler Package Store,None,,W,0.5,No,,F,801,CO1,1,L,18,"759 Gun Barrel Ln, Gun Barrel City, TX 75156",,No,COD,,P 259108,17523317919,Hootin Holler Package Store,759 Gun Barrel Ln,Gun Barrel City,75156,No,"""Martin House""",, $-   , $-   , $-   ,No 2019 Sales
Salsa Joe's,None,,W,0.5,No,,N,9,CO3,0.25,B,18,"1700 W Park Row Dr Suite 116, Arlington, TX 76013",,No,COD,,MB1065303,32070942803,Salsa Joe's,1700 W Park Row Dr,Alrlington,76013,No,"""Martin House""",, $-   , $-   , $-   ,No 2019 Sales
Statler - Bourbon and Banter,None,,W,0.5,No,,N,7,CO3,0.25,R,19,"1914 Commerce St, Dallas, TX 75201",,No,Fintech,Statler-Bourbon&Banter,MB992535,32063354867,Statler - Bourbon and Banter,"1914 Commerce St, Dallas, TX 75201",Dallas,75201,No,"""Martin House""",, $-   , $-   , $-   ,No 2019 Sales
Texas Hog Wild,None,,W,0.5,No,,N,9.5,CO2,0.5,B,18,"6460 Renwood Dr, Fort Worth, TX 76140",,No,COD,,MB775692,32043990814,Texas Hog Wild,6460 Renwood Dr,Ft Worth,76140,No,"""Martin House""",, $-   , $-   , $-   ,No 2019 Sales
Walmart - Arlington Cooper 1801,Walmart,1801,W,0.5,Yes,Weekend Inv - As Needed,N,9,V2,2,G,22,"4801 S Cooper St, Arlington, TX 76017",,No,FinTech,Walmart - Arlington Cooper 1801,BQ579185,14812791300,Walmart - Arlington Cooper 1801,4801 S Cooper St,Arlington,76017,No,No,, $-   , $-   , $-   ,No 2019 Sales
Walmart - Arlington Sublett 2977,Walmart,2977,W,0.5,Yes,Weekend Inv - As Needed,G,9,V1,4,G,22,"735 W Sublett Rd, Arlington, TX 76017",,No,FinTech,Walmart - Arlington Sublett 2977,BF1077248,17430193866,Walmart - Arlington Sublett 2977,735 W Sublett,Arlington,76017,No,No,, $-   , $-   , $-   ,No 2019 Sales
Heim BBQ - Mockingbird,None, ,W,0.5,No,,N,6,CO2,0.5,X,18,Map Map Map, ,No,COD, ,XX123456,10987654321,DUMMY,123 Main, Austin,78701,No,"""Martin House""",, $-   , $-   , $-   ,No 2019 Sales
Niwa Japanese BBQ,None, ,W,0.5,No,,N,7,CO2,0.5,X,18,Map Map Map, ,No,COD, ,XX123456,10987654321,DUMMY,123 Main, Austin,78701,No,"""Martin House""",, $-   , $-   , $-   ,No 2019 Sales
Branded Burger - Mansfield,None, ,W,0.5,No,,N,9.5,CO2,0.5,R,18,"1831 E Broad St Ste#105, Mansfield, TX 76063", ,No,COD, ,RM1061155,32070300945,Branded Burger - Mansfield,1831 E Broad St, Mansfield,76063,No,"""Martin House""",, $-   , $320 , $960 ,No 2019 Sales
Branded Burger - Midlothian,None, ,W,0.5,No,,N,9.5,CO2,0.5,R,18,"100 N 8th St, Midlothian, TX 76065", ,No,COD, ,RM837157,32029141358,Branded Burger - Midlothian,100 N 8th St,Midlothian,76065,No,"""Martin House""",, $-   , $-   , $-   ,No 2019 Sales
Branded Burger - Waxahachie,None, ,W,0.5,No,,N,9.5,CO2,0.5,X,18,Map Map Map, ,No,COD, ,XX123456,10987654321,DUMMY,123 Main, Austin,78701,No,"""Martin House""",, $-   , $-   , $-   ,No 2019 Sales
Brookshire's - White Oak,Brookshire's,50,W,0.5,No,,F,802,CO2,0.5,AD,18,"200 W US Hwy 80, White Oak, TX 75693",,No,Fintech,Brookshire's - White Oak ,BQ986689,17508658428,Brookshire's - White Oak,200 W US Hwy 80,White Oak,75693,No,"""Martin House""",, $-   , $-   , $-   ,No 2019 Sales
Exchange - Dallas,NONE,,W,0.5,No,,N,8,CO3,0.25,AD,18,211 South Akard Street Dallas 75202,,No,Fintech,Exchange,X123456,12345678911,Exchange - Dallas,211 South Akard Street ,Dallas,75202,No,"""Martin House""",, $-   , $-   , $-   ,No 2019 Sales
Cane Rosso - Arlington,None, ,W,0.5,No,,N,9,CO2,0.5,X,18,Map Map Map, ,No,Fintech,Cane Rosso - Arlington,XX123456,10987654321,DUMMY,123 Main, Austin,78701,No,"""Martin House""",, $-   , $-   , $-   ,No 2019 Sales
Jaxon Texas Kitchen and Beer Garden,NONE,,W,0.5,No,,N,8,CO3,0.25,R,19,"311 S Akard St, Dallas, TX 75202",,No,Fintech,Jaxon Texas Kitchen and Beer Garden,x123456,32070568004,Jaxon Texas Kitchen and Beer Garden,311 S Akard St,Dallas,75202,No,"""Martin House""",, $-   , $-   , $-   ,No 2019 Sales
End Zone - Lake Highlands,NONE,,W,0.5,No,,N,10,2/26/2020,,R,18,"10677 E NW Hwy Ste 400, Dallas, TX 75238",,No,COD,,RM1071859,32069980152,End Zone - Lake Highlands,10677 E NW Hwy Ste 400,Dallas,75238,No,"""Martin House""",, $-   , $-   , $-   ,No 2019 Sales
Bodega at Craig Ranch,NONE,,W,0.5,No,,F,13.5,CO2,0.5,L,18,"7951 Collin McKinney Pkwy #1560, McKinney, TX 75070",,No,Fintech,The Bodega @ Craig Ranch,bg1081162,32069997404,Bodega at Craig Ranch,"7951 Collin McKinney Parkway, #1560 McKinney, Texas 75070",McKinney,75070,No,"""Martin House""",, $-   , $-   , $-   ,No 2019 Sales
Liquor King - Greenville Ave,None, ,W,0.5,No,,F,13.5,CO1,1,L,18,"105 N Greenville Ave STE A, Allen, TX 75002", ,No,Fintech,Liquor King - Greenville,P 1000060,32063794310,Liquor King - Greenville Ave,105 N Greenville Ave STE A,Allen,75002,No,"""Martin House""",, $-   , $-   , $-   ,No 2019 Sales
Beer Barn - Terrell,NONE,,W,0.5,No,,F,801,CO1,1,L,15,"400 E Moore Ave, Terrell, TX 75160",,No,COD,,Q808622,12345678911,Beer Barn - Terrell,400 E Moore Ave,Terrell,75160,No,"""Martin House""",, $-   , $-   , $-   ,No 2019 Sales
Midway Package and Feed,NONE,,W,0.5,No,,F,800,CO2,0.5,L,15,"11487 State Hwy 155
Frankston, TX 75763",,No,COD,,P669155,32016894068,Midway Package and Feed,11487 State Hwy 155,Frankston,75763,No,"""Martin House""",, $-   , $-   , $-   ,No 2019 Sales
Liquor Warehouse,NONE,,W,0.5,No,,F,7,CO1,1,L,16,"2125 E Division
Arlington, TX 76011",,No,COD,,P 880488,32048010766,Liquor Warehouse,2125 E Division,Arlington,76011,No,"""Martin House""",, $-   , $-   , $-   ,No 2019 Sales
Tjs Liquor Beer Wine,NONE,,W,0.5,No,,F,802,CO1,1,L,18,"1725 S Henderson Blvd, Kilgore, TX 75662",,No,COD,,P 798922,32045559609,Tjs Liquor Beer Wine,"1725 S Henderson Blvd, Kilgore, TX 75662",Kilgore,75662,No,"""Martin House""",, $-   , $-   , $-   ,No 2019 Sales
Spec's - Terrell American Way,None, 187,W,0.5,No,,F,801,CO2,0.5,X,18,Map Map Map, ,No,COD, ,XX123456,10987654321,DUMMY,123 Main, Austin,78701,No,"""Martin House""",, $-   , $-   , $-   ,No 2019 Sales
Mr. Liquor - Greenville Ave,None, ,W,0.5,No,,F,0,CO2,0.5,X,18,Map Map Map, ,No,COD, ,XX123456,10987654321,DUMMY,123 Main, Austin,78701,No,"""Martin House""",, $-   , $-   , $-   ,No 2019 Sales
Liquor Depot - 360,None, ,W,0.5,No,,F,6.5,CO2,0.5,L,18,"5224 HYW 360 SOUTH SUITE 215, Grand Prairie, TX 75052", ,No,COD, ,P 1075826,32072206207,Liquor Depot - 360,5224 HYW 360 SOUTH SUITE 215,Grand Prairie,75052,No,"""Martin House""",, $-   , $-   , $-   ,No 2019 Sales
Bottles Liquor - Gun Barrel City,None, ,W,0.5,No,,F,801,CO2,0.5,X,18,Map Map Map, ,No,COD, ,XX123456,10987654321,DUMMY,123 Main, Austin,78701,No,"""Martin House""",, $-   , $-   , $-   ,No 2019 Sales
Dickson Street Liquor - Pittsburg,None, ,W,0.5,No,,F,800,CO2,0.5,X,18,Map Map Map, ,No,COD, ,XX123456,10987654321,DUMMY,123 Main, Austin,78701,No,"""Martin House""",, $-   , $-   , $-   ,No 2019 Sales
Bootlegger - Naples,None, ,W,0.5,No,,F,802,CO2,0.5,X,18,Map Map Map, ,No,COD, ,XX123456,10987654321,DUMMY,123 Main, Austin,78701,No,"""Martin House""",, $-   , $-   , $-   ,No 2019 Sales
Liquor Warehouse - Irving,NONE,,W,0.5,No,,F,6.5,CO1,1,L,20,"3578 W Airport Fwy, Irving, TX 75062",,No,COD,,P 1069771,32070993103,Liquor Warehouse - Irving,3578 W Airport Fwy,Irving,75062,No,"""Martin House""",, $-   , $-   , $-   ,No 2019 Sales
Seagoville C Store,None, ,W,0.5,No,,F,801,CO2,0.5,L,18,"212 Hall Rd, Seagoville TX 75159", ,No,COD, ,BQ1065943,32070898138,Seagoville C Store,212 Hall Rd,Seagoville,75159,No,"""Martin House""",, $-   , $-   , $-   ,No 2019 Sales
Cane Rosso - Lakewood,Cane Rosso, ,W,1,No,,N,8,V3,1,R,18,"7328 Gaston Ave, Suite 100 Dallas , TX 75214",,No,Fintech,Cane Rosso Lakewood,BG836246,32045782268,Cane Rosso,"7328 Gaston Ave, Suite 100",Dallas,75214,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Hopdoddy - Uptown,Hopdoddy, ,W,1,No,,N,6,CO3,0.25,R,18,"3227 McKinney Ave Dallas , TX 75204",,No,Fintech,Hopdoddy - Uptown,MB868963,32052261552,HOPDODDY BURGER BAR,3227 McKinney Ave,Dallas,75204,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Ida Claire,None,,W,1,No,,N,10,V3,1,R,18,"5001 Belt Line Rd, Dallas, TX 75254",,No,Fintech,Ida Claire,MB904675,32054772614,Ida Claire,5001 Belt Line Rd,Dallas,75254,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Mash'd - Frisco,None,,W,1,No,,N,14,V1,4,R,18,"3401 Preston Road Frisco , TX 75034",,No,Fintech,Mash'd Frisco,RM833297,32049719266,Mash'd - Frisco,3401 Preston Road,Frisco,75034,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Fuzzy's - Deep Ellum,Fuzzy's, ,W,1,No,,N,7,V1,4,R,18,"2706 Elm St Dallas , TX 75226",,No,COD,,MB836401,32049817755,Fuzzy's - Deep Ellum,2706 Elm St,Dallas,75226,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Origin Kitchen and Bar,None, ,W,1,No,,N,6,CO3,0.25,B,18,"4438 McKinney Ave #150 Dallas , TX 75205",,No,COD,,MB854028,32048877743,Origin Kitchen and Bar,4438 McKinney Ave #150,Dallas,75205,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Quarter Bar,None, ,W,1,No,,N,6,V2,2,AD,18,"3301 McKinney Ave Dallas , TX 75204",,No,COD,,MB429521,32019434995,Quarter Bar,3301 McKinney Ave,Dallas,75204,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Red Robin - Arlington,Red Robin, ,W,1,No,,N,9,CO3,0.25,R,18,"421 IH 20 EAST Arlington , TX 76018",,No,COD,,MB703381,17530869373,Red Robin - Arlington,421 IH 20 EAST,Arlington,76018,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Showdown - Arlington,None, ,W,1,No,,N,9,X,0,B,18,"2019 South Cooper Arlington , TX 76010",,No,COD,,MB207671,32014367901,Showdown Arlington,2019 South Cooper,Arlington,76010,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Social House - Dallas,None, ,W,1,No,,N,6,CO3,0.25,B,18,"2708 ROUTH STREET Dallas , TX 75201",,No,COD,,MB832514,32049638755,Social House Uptown,2708 ROUTH STREET,Dallas,75201,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Fuzzy's - Love Field,Fuzzy's, ,W,1,No,,N,6,CO3,0.25,R,40,"4740 W Mockingbird Lane Dallas , TX 75209",,No,COD,,BG791249,32043676090,Fuzzy's - Love Field,4740 W Mockingbird Lane,Dallas,75209,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
303 Bar and Grill,None, ,W,1,No,,N,7,CO1,1,R,18,"303 W Davis St, Dallas, TX 75208", ,No, , ,RM786505,32042469901,303 Bar and Grill,"303 W Davis St
Dallas, TX 75208", Dallas,75208,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Across the Street Bar,None, ,W,1,No,,N,6,X,0, ,18,, ,No, , , ,, , , ,,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Alamo Drafthouse Dallas,Alamo Drafthouse, ,W,1,No,,N,7,X,0, ,18,, ,No, , , ,, , , ,,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Arlington Bottle Shop - 62,None, ,W,1,No,,F,9,X,0, ,18,"3000 MEADOWBROOK BOULEVARD ARLINGTON , TX 76012", ,No, , , ,, ,3000 MEADOWBROOK BOULEVARD,ARLINGTON,76012,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Asador,None, ,W,1,No,,N,7,X,0, ,18,, ,No, , , ,, , , ,,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Bar at Bishop,None, ,W,1,No,,N,7,X,0, ,18,, ,No, , , ,, , , ,,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Beverage Depot,NONE, 1,W,1,No,,F,8,CO1,1,L,18,"2810 SAMUEL BOULEVARD 'A' Dallas , TX 75223", ,No, , ,BF406000,12345678911, ,2810 SAMUEL BOULEVARD 'A',Dallas,75223,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
BJ's - Lewisville,BJ's, ,W,1,No,,N,14,X,0, ,18,, ,No, , , ,, , , ,,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Boiler Room,None, ,W,1,No,,N,7,X,0, ,18,, ,No, , , ,, , , ,,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Capital Bar - Arlington,None, ,W,1,No,,N,9,X,0, ,18,, ,No, , , ,, , , ,,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Cretias Eatery and Bakery,None, ,W,1,No,,N,7,X,0, ,18,l,,No, , , ,, , , ,,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Crown and Harp,None, ,W,1,No,,N,8,X,0, ,18,"1914 GREENVILLE DALLAS , TX 75206", ,No, , , ,, ,1914 GREENVILLE,DALLAS,75206,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Del Frisco Grille - Dallas,None, ,W,1,No,,N,6,X,0, ,18,asdf, ,No, , , ,, , , ,,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Driftwood,None, ,W,1,No,,N,6,X,0, ,18,, ,No, , , ,, , , ,,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Gordon Biersch,None, ,W,1,No,,N,6,X,0, ,18,f,,No, , , ,, , , ,,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Grease Monkey,None, ,W,1,No,,N,9,X,0,B,18,"200 N Mesquite St, Arlington, TX 76011", ,No,COD, ,MB777230,32043887929, Grease Monkey, 200 N Mesquite St, Arlington,76011,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Hilton Anatole,Hilton, ,W,1,No,,N,6,X,0,AD,18,"2201 N Stemmons Fwy, Dallas, TX 75207", ,No,Fintech, Hilton Anatole,MB901617,32055869575,"Hilton Anatole
",2201 N Stemmons Fwy,Dallas,75207,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Hopdoddy Loop 12,Hopdoddy, ,W,1,No,,N,10,X,0, ,18,,,No, , , ,, , , ,,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Inwood Theatre,None, ,W,1,No,,N,6,X,0, ,18,, ,No, , , ,, , , ,,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
J. Gilligan's Bar and Grill,None, ,W,1,No,,N,9,CO3,0.25,R,18,"400 East Abram, Arlington, Texas 76010", ,No,COD, ,BH2559678,17528793155,J. Gilligan's Bar and Grill,400 East Abram,Arlington,76010,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Knox Street Pub and Grill,None, ,W,1,No,,N,8,X,0, ,18,"4447 MCKINNEY AVENUE DALLAS , TX 75205", ,No, , , ,, ,4447 MCKINNEY AVENUE,DALLAS,75205,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Liberty Burger - Keller Springs,None, ,W,1,No,,N,11,X,0, ,18,"5181 Keller Springs Dallas , TX 75248", ,No, , , ,, ,5181 Keller Springs,Dallas,75248,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Local Oak,None, ,W,1,No,,N,7,CO3,0.25,B,18,"409 N Zang Blvd, Dallas, TX 75208",,No,COD, Local Oak,RM837967,32049073169, Local Oak, 409 N Zang Blvd, Dallas,75208,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Penne Pomodoro,None, ,W,1,No,,N,6,X,0, ,18,"  John Vacalis - cans only , TX  ", ,No, , , ,, , ,John Vacalis - cans only,,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Pluckers - Greenville,Pluckers, ,W,1,No,,N,8,X,0, ,18,l,,No, , , ,, , , ,,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Prime Bar,None, ,W,1,No,,N,6,X,0, ,18,"2520 Cedar Springs Dallas , TX  ", ,No, , , ,, ,2520 Cedar Springs,Dallas,,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Prophet Bar,None, ,W,1,No,,N,7,X,0, ,18,l,,No, , , ,, , , ,,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Ritz Carlton - Dallas,None, ,W,1,No,,N,7,CO3,0.25, ,24,"2121 McKinney Ave, Dallas, TX 75201", ,No,Fintech, Ritz Carlton - Dallas,MB666236,32015339875, Ritz Carlton - Dallas, 2121 Mckinney Ave, Dallas,75201,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Stampede 66,None, ,W,1,No,,N,6,X,0, ,18,, ,No, , , ,, , , ,,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Standard Pour,None, ,W,1,No,,N,6,V3,1,B,18,"2900 McKinney Ave, Dallas, TX 75204",,No,Fintech, Standard Pour,MB860249,32052271601, Standard Pour, 2900 Mckinney Ave, Dallas,75204,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Stateside Pie,None, ,W,1,No,,N,8,X,0, ,18,, ,No, , , ,, , , ,,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Three Sheets,None, ,W,1,No,,N,7,X,0, ,18,"3113 ROSS AVENUE DALLAS , TX 752045569", ,No, , , ,, ,3113 ROSS AVENUE,DALLAS,752045569,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Tierney's,None, ,W,1,No,,N,14,X,0, ,18,, ,No, , , ,, , , ,,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Twisted Root - Arlington,Twisted Root, ,W,1,No,,N,9,X,0, ,18,k,,No, , , ,, , , ,,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Twisted Root - Deep Ellum,Twisted Root, ,W,1,No,,N,7,X,0, ,18,"2615 COMMERCE STREET DALLAS , TX 75226", ,No, , , ,, ,2615 COMMERCE STREET,DALLAS,75226,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Union Park - Addison,None, ,W,1,No,,N,10,CO1,1,R,18,"5076 Addison Cir, Addison, TX 75001", ,No, , ,MB884663,32053913144,Union Park - Addison, 5076 Addison Cir,Addison,75001,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Victory Tavern,None, ,W,1,No,,N,6,X,0, ,18,l,,No, , , ,, , , ,,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Addison Ice House,None, ,W,1,No,,N,10,V1,4,B,18,"3875 Ponte Ave Suite 250 Addison , TX 75001",New stoom. ,No,Fintech,Addison - Ice House,MB838489,32049152286,Addison Ice House,3875 Ponte Ave Suite 250,Addison,75001,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Buzzbrew's - Deep Ellum,None, ,W,1,No,,N,7,V2,2,R,18,"2801 COMMERCE STREET DALLAS , TX 75226",,No,Fintech,Buzzbrew's - Deep Ellum,MB785366,18416830034,Buzzbrew's - Deep Ellum,2801 COMMERCE STREET,DALLAS,75226,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Midnight Rambler,None, ,W,1,No,,N,7,CO3,0.25,AD,18,"1530 MAIN STREET DALLAS , TX 75201",Delivery through Joule hotel. Side street entrance,No,Fintech,CBD Provisions,MB837898,32050165573,Joule Beverages LLC,1530 MAIN STREET,DALLAS,75201,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Chino - Dallas,None,,W,1,No,,N,6,CO3,0.25,R,18,"3011 Gulden Ln #110, Dallas, TX 75212",No Lunch Deliveries,No,Fintech,Chino,RM859151,32050843294,Chino - Dallas,3011 Gulden Lane #110,Dallas,75212,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Fireside Pies - Henderson,Fireside Pies, ,W,1,No,,N,6,CO2,0.5,AD,18,"2820 North Henderson Ave Dallas , TX 75206",,No,Fintech,Fireside Pies - Henderson Dallas,MB557651,16805785173,Fireside Pies,2820 North Henderson Ave,Dallas,75206,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Fireside Pies - Inwood Lovers,Fireside Pies, ,W,1,No,,N,6,V2,2,AD,18,"7709 Inwood Rd Dallas , TX 75209",,No,Fintech,Fireside Pies - Inwood,MB680305,32033600209,Fireside Pies Beverage LLC,7709 Inwood Rd,Dallas,75209,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Fox and Hound - Arlington,Fox and Hound, ,W,1,No,,N,9,CO3,0.25,B,18,"1001 NE GREEN OAKS BOULEVARD '139' Arlington , TX 76006",,No,Fintech,Fox and Hound - Arlington2,MB876297,17525145961,Fox and Hound,1001 NE GREEN OAKS BOULEVARD '139',Arlington,76006,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Hoffbrau - Dallas,Hoffbrau, ,W,1,No,,N,7,X,0,R,18,fuck hoffbrau,,No,Fintech,Hoffbrau - Dallas, ,, , , ,,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
IHD Capital LLC,Katy Trail, ,W,1,No,,N,14,CO1,1,R,18,"4700 W Park Blvd, Plano, TX 75093","Bar Manager - John
This place is Katy Trail Outpost",No,Fintech,Katy Trail Outpost,RM957106,32050813560,IHD Capital LLC,4700 W Park Blvd,Plano,75093,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
